📡央视频道(黑移动),#genre#
CCTV-4,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226007/index.m3u8
CCTV-4,http://39.135.135.50/wh7f454c46tw2037638644_-1228338163/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226007/index.m3u8

CCTV-5,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226019/index.m3u8
CCTV-5,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226019/index.m3u8

CCTV-5+,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225603/index.m3u8
CCTV-5+,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225603/index.m3u8

CCTV-6,http://39.134.65.173/PLTV/88888888/224/3221225814/1.m3u8
CCTV-6,http://39.134.65.175/PLTV/88888888/224/3221225814/1.m3u8
CCTV-6,http://39.134.65.177/PLTV/88888888/224/3221225814/1.m3u8
CCTV-6,http://39.134.65.181/PLTV/88888888/224/3221225814/1.m3u8
CCTV-6,http://39.134.65.183/PLTV/88888888/224/3221225814/1.m3u8
CCTV-6,http://39.134.66.110/PLTV/88888888/224/3221225814/index.m3u8
CCTV-6,http://183.207.249.15/PLTV/3/224/3221225548/index.m3u8
CCTV-6,http://183.207.249.9/PLTV/3/224/3221225548/index.m3u8

CCTV-7,http://39.134.65.164/PLTV/88888888/224/3221225671/1.m3u8
CCTV-7,http://39.134.115.163:8080/PLTV/88888910/224/3221225624/index.m3u8
CCTV-7,http://39.134.65.179/PLTV/88888888/224/3221225671/1.m3u8
CCTV-7,http://39.134.65.181/PLTV/88888888/224/3221225671/1.m3u8
CCTV-7,http://39.134.65.183/PLTV/88888888/224/3221225671/1.m3u8
CCTV-7,http://39.134.66.110/PLTV/88888888/224/3221225671/index.m3u8
CCTV-7,http://39.135.138.58:18890/PLTV/88888888/224/3221225624/index.m3u8
CCTV-7,http://39.135.138.58:18890/PLTV/88888888/224/3221225644/index.m3u8
CCTV-7,http://39.135.55.105:6610/PLTV/88888888/224/3221225805/index.m3u8?servicetype=1
CCTV-7,http://39.135.55.105:6610/PLTV/88888888/224/3221225927/index.m3u8?servicetype=1
CCTV-7,http://39.135.55.105:6610/PLTV/88888888/224/3221226972/index.m3u8?servicetype=1
CCTV-7,http://183.207.249.15/PLTV/3/224/3221225546/index.m3u8
CCTV-7,http://183.207.249.36/PLTV/4/224/3221227314/index.m3u8
CCTV-7,http://183.207.249.9/PLTV/3/224/3221225546/index.m3u8

CCTV-8,http://39.134.65.173/PLTV/88888888/224/3221225795/1.m3u8
CCTV-8,http://39.134.65.175/PLTV/88888888/224/3221225795/1.m3u8
CCTV-8,http://39.134.65.177/PLTV/88888888/224/3221225795/1.m3u8
CCTV-8,http://39.134.65.181/PLTV/88888888/224/3221225795/1.m3u8
CCTV-8,http://39.134.65.183/PLTV/88888888/224/3221225795/1.m3u8
CCTV-8,http://39.134.66.110/PLTV/88888888/224/3221225795/index.m3u8
CCTV-8,http://39.135.138.58:18890/PLTV/88888888/224/3221225631/index.m3u8
CCTV-8,http://39.135.138.58:18890/PLTV/88888888/224/3221225635/index.m3u8
CCTV-8,http://39.135.32.28:6610/PLTV/77777777/224/3221225630/index.m3u8?servicetype=1&IASHttpSessionId=OTT
CCTV-8,http://39.135.32.28:6610/PLTV/77777777/224/3221225716/index.m3u8?servicetype=1&IASHttpSessionId=OTT
CCTV-8,http://39.135.55.105:6610/PLTV/88888888/224/3221227174/index.m3u8?servicetype=1
CCTV-8,http://39.136.48.21:8089/PLTV/88888888/224/3221225753/index.m3u8

CCTV-9,http://39.134.65.166/PLTV/88888888/224/3221225676/1.m3u8
CCTV-9,http://39.134.65.173/PLTV/88888888/224/3221225676/1.m3u8
CCTV-9,http://39.134.65.179/PLTV/88888888/224/3221225676/1.m3u8
CCTV-9,http://39.134.65.181/PLTV/88888888/224/3221225676/1.m3u8
CCTV-9,http://39.134.65.183/PLTV/88888888/224/3221225676/1.m3u8
CCTV-9,http://39.134.65.208/PLTV/88888888/224/3221225676/index.m3u8
CCTV-9,http://39.134.66.110/PLTV/88888888/224/3221225676/index.m3u8
CCTV-9,http://39.135.138.58:18890/PLTV/88888888/224/3221225626/index.m3u8
CCTV-9,http://39.135.138.58:18890/PLTV/88888888/224/3221225646/index.m3u8
CCTV-9,http://183.207.249.13/PLTV/3/224/3221225532/index.m3u8
CCTV-9,http://183.207.249.14/PLTV/3/224/3221225532/index.m3u8
CCTV-9,http://183.207.249.6/PLTV/3/224/3221225532/index.m3u8

CCTV-10,http://39.134.65.164/PLTV/88888888/224/3221225677/1.m3u8
CCTV-10,http://39.134.65.166/PLTV/88888888/224/3221225677/1.m3u8
CCTV-10,http://39.134.65.179/PLTV/88888888/224/3221225677/1.m3u8
CCTV-10,http://39.134.65.181/PLTV/88888888/224/3221225677/1.m3u8
CCTV-10,http://39.134.65.183/PLTV/88888888/224/3221225677/1.m3u8
CCTV-10,http://39.134.66.110/PLTV/88888888/224/3221225677/index.m3u8
CCTV-10,http://39.134.66.66/PLTV/88888888/224/3221225677/index.m3u8
CCTV-10,http://39.135.138.58:18890/PLTV/88888888/224/3221225627/index.m3u8
CCTV-10,http://39.135.138.58:18890/PLTV/88888888/224/3221225636/index.m3u8
CCTV-10,http://39.135.32.28:6610/PLTV/77777777/224/3221225624/index.m3u8?servicetype=1&IASHttpSessionId=OTT
CCTV-10,http://39.135.32.28:6610/PLTV/77777777/224/3221225704/index.m3u8?servicetype=1&IASHttpSessionId=OTT
CCTV-10,http://39.135.55.105:6610/PLTV/88888888/224/3221225814/index.m3u8?servicetype=1
CCTV-10,http://39.135.55.105:6610/PLTV/88888888/224/3221225931/index.m3u8?servicetype=1
CCTV-10,http://39.135.55.105:6610/PLTV/88888888/224/3221226976/index.m3u8?servicetype=1
CCTV-10,http://183.207.249.34/PLTV/4/224/3221227317/index.m3u8
CCTV-10,http://183.207.249.7/PLTV/3/224/3221225550/index.m3u8
CCTV-10,http://183.207.249.8/PLTV/3/224/3221225550/index.m3u8

CCTV-11,http://39.134.65.173/PLTV/88888888/224/3221225517/1.m3u8
CCTV-11,http://39.134.65.175/PLTV/88888888/224/3221225517/1.m3u8
CCTV-11,http://39.134.65.179/PLTV/88888888/224/3221225517/1.m3u8
CCTV-11,http://39.134.65.181/PLTV/88888888/224/3221225517/1.m3u8
CCTV-11,http://39.134.65.183/PLTV/88888888/224/3221225517/1.m3u8
CCTV-11,http://39.135.138.58:18890/PLTV/88888888/224/3221225628/index.m3u8
CCTV-11,http://39.135.32.28:6610/PLTV/77777777/224/3221225739/index.m3u8?servicetype=1&IASHttpSessionId=OTT
CCTV-11,http://39.135.32.28:6610/PLTV/77777777/224/3221225750/index.m3u8?servicetype=1&IASHttpSessionId=OTT

CCTV-12,http://39.134.65.164/PLTV/88888888/224/3221225669/1.m3u8
CCTV-12,http://39.134.65.166/PLTV/88888888/224/3221225669/1.m3u8
CCTV-12,http://39.134.65.173/PLTV/88888888/224/3221225669/1.m3u8
CCTV-12,http://39.134.65.179/PLTV/88888888/224/3221225669/1.m3u8
CCTV-12,http://39.134.65.181/PLTV/88888888/224/3221225669/1.m3u8
CCTV-12,http://39.134.66.110/PLTV/88888888/224/3221225669/index.m3u8
CCTV-12,http://39.134.66.66/PLTV/88888888/224/3221225669/index.m3u8
CCTV-12,http://39.135.138.58:18890/PLTV/88888888/224/3221225629/index.m3u8
CCTV-12,http://39.135.138.58:18890/PLTV/88888888/224/3221225637/index.m3u8
CCTV-12,http://39.135.32.28:6610/PLTV/77777777/224/3221225645/index.m3u8?servicetype=1&IASHttpSessionId=OTT
CCTV-12,http://39.135.32.28:6610/PLTV/77777777/224/3221225670/index.m3u8?servicetype=1&IASHttpSessionId=OTT
CCTV-12,http://183.207.249.7/PLTV/3/224/3221225556/index.m3u8
CCTV-12,http://183.207.249.8/PLTV/3/224/3221225556/index.m3u8

CCTV-13,http://39.134.65.173/PLTV/88888888/224/3221225812/1.m3u8
CCTV-13,http://39.134.65.175/PLTV/88888888/224/3221225812/1.m3u8
CCTV-13,http://39.134.65.177/PLTV/88888888/224/3221225812/1.m3u8
CCTV-13,http://39.134.65.181/PLTV/88888888/224/3221225812/1.m3u8
CCTV-13,http://39.134.65.183/PLTV/88888888/224/3221225812/1.m3u8
CCTV-13,http://39.135.138.58:18890/PLTV/88888888/224/3221225638/index.m3u8
CCTV-13,http://39.135.138.59:18890/PLTV/88888910/224/3221225638/index.m3u8
CCTV-13,http://39.135.32.28:6610/PLTV/77777777/224/3221225742/index.m3u8?servicetype=1&IASHttpSessionId=OTT
CCTV-13,http://39.135.32.28:6610/PLTV/77777777/224/3221225759/index.m3u8?servicetype=1&IASHttpSessionId=OTT
CCTV-13,http://39.135.32.28:6610/PLTV/77777777/224/3221225787/index.m3u8?servicetype=1&IASHttpSessionId=OTT
CCTV-13,http://39.135.55.105:6610/PLTV/88888888/224/3221225817/index.m3u8?servicetype=1
CCTV-13,http://39.135.55.105:6610/PLTV/88888888/224/3221226985/index.m3u8?servicetype=1
CCTV-13,http://183.207.249.11/PLTV/3/224/3221225560/index.m3u8
CCTV-13,http://183.207.249.12/PLTV/3/224/3221225560/index.m3u8
CCTV-13,http://183.207.249.14/PLTV/3/224/3221225560/index.m3u8
CCTV-13,http://183.207.249.36/PLTV/4/224/3221227387/index.m3u8

CCTV-14,http://39.134.65.164/PLTV/88888888/224/3221225674/1.m3u8
CCTV-14,http://39.134.65.173/PLTV/88888888/224/3221225674/1.m3u8
CCTV-14,http://39.134.65.179/PLTV/88888888/224/3221225674/1.m3u8
CCTV-14,http://39.134.65.181/PLTV/88888888/224/3221225674/1.m3u8
CCTV-14,http://39.134.65.183/PLTV/88888888/224/3221225674/1.m3u8
CCTV-14,http://39.134.66.110/PLTV/88888888/224/3221225674/index.m3u8
CCTV-14,http://39.134.66.66/PLTV/88888888/224/3221225674/index.m3u8
CCTV-14,http://39.135.138.58:18890/PLTV/88888888/224/3221225639/index.m3u8
CCTV-14,http://39.135.138.58:18890/PLTV/88888888/224/3221225640/index.m3u8
CCTV-14,http://39.135.32.28:6610/PLTV/77777777/224/3221225648/index.m3u8?servicetype=1&IASHttpSessionId=OTT
CCTV-14,http://39.135.32.28:6610/PLTV/77777777/224/3221225673/index.m3u8?servicetype=1&IASHttpSessionId=OTT

CCTV-15,http://39.134.65.162/PLTV/88888888/224/3221225513/1.m3u8
CCTV-15,http://39.134.65.173/PLTV/88888888/224/3221225513/1.m3u8
CCTV-15,http://39.134.65.175/PLTV/88888888/224/3221225513/1.m3u8
CCTV-15,http://39.134.65.181/PLTV/88888888/224/3221225513/1.m3u8
CCTV-15,http://39.134.65.181/PLTV/88888888/224/3221225513/1.m3u8
CCTV-15,http://39.134.65.183/PLTV/88888888/224/3221225513/1.m3u8
CCTV-15,http://39.135.138.58:18890/PLTV/88888888/224/3221225641/index.m3u8
CCTV-15,http://39.135.32.28:6610/PLTV/77777777/224/3221225693/index.m3u8?servicetype=1&IASHttpSessionId=OTT
CCTV-15,http://39.135.32.28:6610/PLTV/77777777/224/3221225830/index.m3u8?servicetype=1&IASHttpSessionId=OTT
CCTV-15,http://39.135.55.105:6610/PLTV/88888888/224/3221225818/index.m3u8?servicetype=1
CCTV-15,http://39.135.55.105:6610/PLTV/88888888/224/3221226989/index.m3u8?servicetype=1
CCTV-15,http://39.136.48.22:8089/PLTV/88888888/224/3221226409/index.m3u8

CCTV-16,http://39.134.67.110/PLTV/88888888/224/3221225893/index.m3u8
CCTV-16,http://39.135.138.58:18890/PLTV/88888888/224/3221226230/index.m3u8
CCTV-16,http://39.135.138.58:18890/PLTV/88888888/224/3221226233/index.m3u8

CCTV-17,http://39.134.65.181/PLTV/88888888/224/3221225708/1.m3u8
CCTV-17,http://39.134.65.183/PLTV/88888888/224/3221225708/1.m3u8
CCTV-17,http://39.134.66.110/PLTV/88888888/224/3221225708/index.m3u8

卫视频道(移动多源),#genre#
深圳卫视,http://39.134.65.162/PLTV/88888888/224/3221225668/1.m3u8
深圳卫视,http://39.134.65.164/PLTV/88888888/224/3221225668/1.m3u8
深圳卫视,http://39.134.65.166/PLTV/88888888/224/3221225668/1.m3u8
深圳卫视,http://39.134.65.177/PLTV/88888888/224/3221225886/1.m3u8
深圳卫视,http://39.134.65.181/PLTV/88888888/224/3221225886/1.m3u8
深圳卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225700/index.m3u8
深圳卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225741/index.m3u8
深圳卫视,http://39.135.32.28:6610/PLTV/77777777/224/3221225691/index.m3u8?servicetype=1&IASHttpSessionId=OTT
深圳卫视,http://39.135.32.28:6610/PLTV/77777777/224/3221225725/index.m3u8?servicetype=1&IASHttpSessionId=OTT
深圳卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221225848/index.m3u8?servicetype=1
深圳卫视,http://39.135.55.7:6610/PLTV/88888888/224/3221225848/index.m3u8?servicetype=1&IASHttpSessionId=OTT
深圳卫视,http://222.175.159.226:808/hls/49/index.m3u8

湖南卫视,http://39.134.65.166/PLTV/88888888/224/3221225506/1.m3u8
湖南卫视,http://39.134.65.173/PLTV/88888888/224/3221225506/1.m3u8
湖南卫视,http://39.134.65.175/PLTV/88888888/224/3221225506/1.m3u8
湖南卫视,http://39.134.65.181/PLTV/88888888/224/3221225506/1.m3u8
湖南卫视,http://39.134.65.183/PLTV/88888888/224/3221225506/1.m3u8
湖南卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225704/index.m3u8
湖南卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225745/index.m3u8
湖南卫视,http://222.175.159.226:808/hls/41/index.m3u8

浙江卫视,http://39.134.65.162/PLTV/88888888/224/3221225514/1.m3u8
浙江卫视,http://39.134.65.173/PLTV/88888888/224/3221225514/1.m3u8
浙江卫视,http://39.134.65.175/PLTV/88888888/224/3221225514/1.m3u8
浙江卫视,http://39.134.65.179/PLTV/88888888/224/3221225514/1.m3u8
浙江卫视,http://39.134.65.181/PLTV/88888888/224/3221225880/1.m3u8
浙江卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225703/index.m3u8
浙江卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225744/index.m3u8
浙江卫视,http://39.135.138.58:18890/PLTV/88888910/224/3221225703/index.m3u8
浙江卫视,http://39.135.32.28:6610/PLTV/77777777/224/3221225695/index.m3u8?servicetype=1&IASHttpSessionId=OTT
浙江卫视,http://39.136.48.26:8089/PLTV/88888888/224/3221225585/index.m3u8
浙江卫视,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/zjwshd/4000000/mnf.m3u8
浙江卫视,http://222.175.159.226:808/hls/42/index.m3u8

北京卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225673/index.m3u8
北京卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225674/index.m3u8
北京卫视,http://39.134.65.164/PLTV/88888888/224/3221225678/1.m3u8
北京卫视,http://39.134.65.166/PLTV/88888888/224/3221225678/1.m3u8
北京卫视,http://39.134.65.166/PLTV/88888888/224/3221225855/1.m3u8
北京卫视,http://39.134.65.173/PLTV/88888888/224/3221225678/1.m3u8
北京卫视,http://39.134.65.179/PLTV/88888888/224/3221225678/1.m3u8
北京卫视,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/bjwshd/4000000/mnf.m3u8
北京卫视,http://222.175.159.226:808/hls/45/index.m3u8

东方卫视,http://39.134.65.164/PLTV/88888888/224/3221225672/1.m3u8
东方卫视,http://39.134.65.173/PLTV/88888888/224/3221225672/1.m3u8
东方卫视,http://39.134.65.173/PLTV/88888888/224/3221225865/1.m3u8
东方卫视,http://39.134.65.175/PLTV/88888888/224/3221225672/1.m3u8
东方卫视,http://39.134.65.179/PLTV/88888888/224/3221225672/1.m3u8
东方卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225658/index.m3u8
东方卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225659/index.m3u8
东方卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225658/index.m3u8
东方卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225659/index.m3u8
东方卫视,http://39.135.32.28:6610/PLTV/77777777/224/3221225682/index.m3u8?servicetype=1&IASHttpSessionId=OTT
东方卫视,http://39.135.32.28:6610/PLTV/77777777/224/3221225718/index.m3u8?servicetype=1&IASHttpSessionId=OTT
东方卫视,http://222.175.159.226:808/hls/43/index.m3u8

广东卫视,http://111.63.117.13:6060/030000001000/GDWS-HD/GDWS-HD.m3u8
广东卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225701/index.m3u8
广东卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225742/index.m3u8
广东卫视,http://39.134.65.173/PLTV/88888888/224/3221225859/1.m3u8
广东卫视,http://39.134.65.179/PLTV/88888888/224/3221225859/1.m3u8
广东卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225701/index.m3u8
广东卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225742/index.m3u8
广东卫视,http://39.135.32.28:6610/PLTV/77777777/224/3221225666/index.m3u8?servicetype=1&IASHttpSessionId=OTT
广东卫视,http://39.135.32.28:6610/PLTV/77777777/224/3221225685/index.m3u8?servicetype=1&IASHttpSessionId=OTT
广东卫视,http://222.175.159.226:808/hls/52/index.m3u8

江苏卫视,http://39.134.65.173/PLTV/88888888/224/3221225503/1.m3u8
江苏卫视,http://39.134.65.175/PLTV/88888888/224/3221225503/1.m3u8
江苏卫视,http://39.134.65.179/PLTV/88888888/224/3221225882/1.m3u8
江苏卫视,http://39.134.65.181/PLTV/88888888/224/3221225503/1.m3u8
江苏卫视,http://39.134.65.183/PLTV/88888888/224/3221225503/1.m3u8
江苏卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225702/index.m3u8
江苏卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225743/index.m3u8
江苏卫视,http://39.135.32.28:6610/PLTV/77777777/224/3221225636/index.m3u8?servicetype=1&IASHttpSessionId=OTT
江苏卫视,http://39.135.32.28:6610/PLTV/77777777/224/3221225722/index.m3u8?servicetype=1&IASHttpSessionId=OTT
江苏卫视,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/jswshd/4000000/mnf.m3u8
江苏卫视,http://222.175.159.226:808/hls/44/index.m3u8

黑龙江卫视,http://183.207.249.36/PLTV/4/224/3221227323/index.m3u8
黑龙江卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225690/index.m3u8
黑龙江卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225736/index.m3u8
黑龙江卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225690/index.m3u8
黑龙江卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225736/index.m3u8
黑龙江卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225736/index.m3u8

广西卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221226211/index.m3u8
安徽卫视,http://183.207.249.15/PLTV/3/224/3221225634/index.m3u8
安徽卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225691/index.m3u8
安徽卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225737/index.m3u8
安徽卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225691/index.m3u8
安徽卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225737/index.m3u8
安徽卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225691/index.m3u8
东方卫视,http://39.136.48.54:8089/PLTV/88888888/224/3221226347/index.m3u8
东南卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225657/index.m3u8
东南卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225657/index.m3u8
东南卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225657/index.m3u8
东南卫视,http://39.136.48.59:8089/PLTV/88888888/224/3221226278/index.m3u8
甘肃卫视,http://111.40.196.28/PLTV/88888888/224/3221225639/index.m3u8
贵州卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225483/index.m3u8?fmt=ts2hls
海南卫视,http://39.136.48.57:8089/PLTV/88888888/224/3221226325/index.m3u8
河北卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225610/index.m3u8?fmt=ts2hls
河南卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225611/index.m3u8?fmt=ts2hls
湖北卫视,http://111.40.196.30/PLTV/88888888/224/3221225547/index.m3u8
湖北卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225699/index.m3u8
湖北卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225740/index.m3u8
湖北卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225699/index.m3u8
湖北卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225740/index.m3u8
江西卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225705/index.m3u8
江西卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225746/index.m3u8
江西卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225705/index.m3u8
江西卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225746/index.m3u8
江西卫视,http://39.136.48.22:8089/PLTV/88888888/224/3221226312/index.m3u8
辽宁卫视,http://111.40.196.34/PLTV/88888888/224/3221225593/index.m3u8
辽宁卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225696/index.m3u8
辽宁卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225735/index.m3u8
辽宁卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225696/index.m3u8
辽宁卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225735/index.m3u8
宁夏卫视,http://111.40.196.29/PLTV/88888888/224/3221225641/index.m3u8
厦门卫视,http://111.40.196.32/PLTV/88888888/224/3221225643/index.m3u8
山东卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225697/index.m3u8
山东卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225738/index.m3u8
山东卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225697/index.m3u8
山东卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225738/index.m3u8
山东卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225738/index.m3u8
四川卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225487/index.m3u8?fmt=ts2hls
天津卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225698/index.m3u8
天津卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225739/index.m3u8
天津卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225698/index.m3u8
天津卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225739/index.m3u8
云南卫视,http://111.40.196.29/PLTV/88888888/224/3221225644/index.m3u8
重庆卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225692/index.m3u8
重庆卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225734/index.m3u8
重庆卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225692/index.m3u8
重庆卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225734/index.m3u8
